Year,Date,User,Release,Score,Band
2012,2012.03.17.19:27,289022,282147,98,3540277964
2012,2012.03.17.19:27,289022,320790,100,3540277964
2012,2012.03.17.19:28,264560,320775,96,95917
2012,2012.03.17.19:29,285614,328110,90,186
2012,2012.03.17.19:30,264560,231443,78,3540277583
2012,2012.03.17.19:30,264560,264024,81,3540300063
2012,2012.03.18.06:31,264560,310972,37,3540274018
2012,2012.03.18.06:32,264560,303464,88,3540326111
2012,2012.03.18.06:33,259623,229595,63,31684
2012,2012.03.18.06:33,264560,308046,90,3540328868
2012,2012.03.18.06:33,264560,323226,70,3540337877
2012,2012.03.18.06:34,259623,219168,22,3540268864
2012,2012.03.18.06:34,259623,220626,88,6366
2012,2012.03.18.06:35,7181,13688,95,390
2012,2012.03.18.06:35,29518,133802,95,5123
2012,2012.03.18.06:35,29518,274346,87,5123
2012,2012.03.18.06:35,88739,165006,80,91009
2012,2012.03.18.06:35,280373,326739,85,2801
2012,2012.03.18.17:44,454,328339,70,5416
2012,2012.03.18.23:23,29518,13913,77,5727
2012,2012.03.18.23:23,83846,52974,40,23513
2012,2012.03.19.14:35,288988,7503,80,2826
2012,2012.03.19.14:36,288988,1746,85,504
2012,2012.03.19.14:36,288988,7531,75,3074
2012,2012.03.19.14:37,192699,2889,47,621
2012,2012.03.19.14:37,192699,4342,62,621
2012,2012.03.19.14:38,192699,76221,57,621
2012,2012.03.19.14:38,221948,320987,0,3540336612
2012,2012.03.19.14:39,193921,328110,92,186
2012,2012.03.19.14:40,128092,324787,80,51
2012,2012.03.19.14:40,198252,210755,82,3540262908
2012,2012.03.19.14:41,31392,209537,50,64541
2012,2012.03.19.14:41,31392,288494,80,3540316749
2012,2012.03.19.14:41,31392,294962,80,14988
2012,2012.03.19.14:41,31392,298795,80,2371
2012,2012.03.19.14:42,31392,280552,70,3540311426
2012,2012.03.19.14:42,31392,301488,80,4356
2012,2012.03.19.14:42,56989,306567,85,11936
2012,2012.03.19.14:42,189691,326739,94,2801
2012,2012.03.19.14:42,250581,67343,58,29874
2012,2012.03.19.14:43,281509,245353,100,96
2012,2012.03.19.14:44,125948,25185,78,11329
2012,2012.03.19.16:06,3842,498,100,99
2012,2012.03.19.16:10,274729,730,74,173
2012,2012.03.19.16:15,266497,12235,100,3870
2012,2012.03.19.16:26,287778,4189,100,256
2012,2012.03.19.16:27,256225,4189,90,256
2012,2012.03.19.20:08,82538,46960,90,11238
2012,2012.03.19.20:09,82538,188443,90,11238
2012,2012.03.19.20:09,82538,288176,90,11238
2012,2012.03.19.20:09,189691,316009,70,91
2012,2012.03.19.20:10,125948,200650,59,80788
2012,2012.03.19.20:10,217143,324659,95,641
2012,2012.03.19.20:10,261932,294035,80,17922
2012,2012.03.19.20:10,261932,330773,91,1201
2012,2012.03.19.20:11,280373,277552,75,85160
2012,2012.03.20.05:46,23414,331854,92,14868
2012,2012.03.20.05:46,145550,316631,70,3540334226
2012,2012.03.20.11:03,192699,330652,83,3540285871
2012,2012.03.20.11:04,192699,24497,72,3247
2012,2012.03.20.11:04,192699,329909,83,1153
2012,2012.03.20.11:15,287300,7172,25,2840
2012,2012.03.20.11:16,287300,67609,80,2840
2012,2012.03.20.11:17,287300,416612,20,2840
2012,2012.03.20.12:13,147925,326639,85,3540339756
2012,2012.03.20.12:18,147925,328755,85,3540324762
2012,2012.03.20.12:29,227178,263648,70,3540299852
2012,2012.03.20.12:30,227178,2050,40,115
2012,2012.03.20.12:30,227178,160153,60,97987
2012,2012.03.20.12:30,227178,266025,60,3540301492
2012,2012.03.20.12:30,227178,318576,80,87803
2012,2012.03.20.12:30,227178,327492,70,2307
2012,2012.03.20.12:31,227178,75,70,25
2012,2012.03.20.12:31,227178,21633,70,25
2012,2012.03.20.12:31,227178,244013,60,3540286568
2012,2012.03.20.12:31,227178,293458,80,3540308801
2012,2012.03.20.12:31,227178,322258,50,3540286568
2012,2012.03.20.12:32,227178,2013,80,549
2012,2012.03.20.12:32,227178,6433,60,2352
2012,2012.03.20.12:32,227178,75425,80,16569
2012,2012.03.20.12:32,227178,125764,50,5753
2012,2012.03.20.12:32,227178,302250,80,3540308801
2012,2012.03.20.12:32,227178,317056,70,3540289153
2012,2012.03.20.12:32,227178,318529,80,3540292826
2012,2012.03.20.12:33,227178,319203,70,3540335556
2012,2012.03.20.12:33,227178,326678,70,11472
2012,2012.03.20.12:34,227178,1128,80,292
2012,2012.03.20.12:34,227178,133165,60,77994
2012,2012.03.20.12:34,227178,226305,70,46747
2012,2012.03.20.12:34,227178,258168,70,105456
2012,2012.03.20.12:35,227178,270923,80,694
2012,2012.03.20.12:35,227178,313693,60,3540289153
2012,2012.03.20.12:36,227178,1944,70,694
2012,2012.03.20.12:36,227178,481176,60,106322
2012,2012.03.20.12:37,227178,3229,20,1066
2012,2012.03.20.12:37,227178,3230,40,1066
2012,2012.03.20.12:37,227178,3231,20,1066
2012,2012.03.20.12:37,227178,3232,20,1066
2012,2012.03.20.12:37,227178,3233,60,1066
2012,2012.03.20.12:37,227178,3234,60,1066
2012,2012.03.20.12:37,227178,111366,90,60496
2012,2012.03.20.12:38,227178,3226,30,1150
2012,2012.03.20.12:38,227178,38059,70,2256
2012,2012.03.20.12:38,227178,39660,60,2256
2012,2012.03.20.12:38,227178,59659,40,2256
2012,2012.03.20.12:38,227178,155867,50,2256
2012,2012.03.20.12:40,227178,6319,50,2256
2012,2012.03.20.12:40,227178,6321,50,2256
2012,2012.03.20.12:40,227178,9909,50,2256
2012,2012.03.20.12:40,227178,52574,90,2256
2012,2012.03.20.12:40,227178,236146,90,2256
2012,2012.03.20.12:41,227178,138234,90,1424
2012,2012.03.20.12:41,227178,315641,50,21
2012,2012.03.20.12:41,227178,319210,80,14509
2012,2012.03.20.12:55,266497,4149,100,1441
2012,2012.03.20.19:25,173848,2022,96,548
2012,2012.03.21.10:12,81007,35060,95,15424
2012,2012.03.21.10:35,273806,315491,87,1019
2012,2012.03.21.10:44,263213,297345,68,14055
2012,2012.03.21.11:03,288687,316463,97,3540334090
2012,2012.03.21.11:54,260778,325153,94,33052
2012,2012.03.21.12:50,287379,289509,75,95196
2012,2012.03.21.13:09,262398,309213,85,3540329648
2012,2012.03.21.14:35,287820,146605,50,67
2012,2012.03.21.14:39,288751,58721,100,3228
2012,2012.03.21.14:41,29518,174170,84,108948
2012,2012.03.21.14:41,192699,1829,93,621
2012,2012.03.21.14:42,123274,78533,65,383
2012,2012.03.21.14:43,123274,570,20,127
2012,2012.03.21.14:43,123274,2448,84,948
2012,2012.03.21.14:43,123274,26055,80,11729
2012,2012.03.21.14:43,123274,34503,74,15157
2012,2012.03.21.14:43,123274,136586,79,68898
2012,2012.03.21.14:43,123274,316292,73,6231
2012,2012.03.21.14:44,128092,328134,89,44722
2012,2012.03.22.00:49,29518,55180,70,25121
2012,2012.03.22.00:49,29518,245276,80,108948
2012,2012.03.22.08:57,189691,1208,90,313
2012,2012.03.22.08:58,189691,909,80,104
2012,2012.03.22.08:58,189691,1100,97,104
2012,2012.03.22.08:58,189691,1203,78,313
2012,2012.03.22.08:59,189691,326830,60,19354
2012,2012.03.22.10:13,31392,307568,60,3540328579
2012,2012.03.22.10:14,31392,221085,70,12081
2012,2012.03.22.10:14,31392,294920,70,107817
2012,2012.03.22.10:18,272755,246804,40,770
2012,2012.03.22.12:37,274514,72644,98,2691
2012,2012.03.22.14:24,218505,301969,80,172
2012,2012.03.22.14:31,288504,320010,99,3540335984
2012,2012.03.22.14:40,285614,203443,50,79468
2012,2012.03.22.14:47,29518,322689,75,108948
2012,2012.03.22.14:47,175227,256535,97,3540295146
2012,2012.03.22.14:48,83846,324205,73,10278
2012,2012.03.23.01:43,81385,329810,75,3540341399
2012,2012.03.23.04:29,189502,143090,80,44340
2012,2012.03.23.05:24,220924,326724,85,3540295902
2012,2012.03.23.05:25,84169,309546,82,6795
2012,2012.03.23.05:28,281062,303235,70,126347
2012,2012.03.23.05:29,277555,40034,72,17471
2012,2012.03.23.05:33,250399,332959,50,3540257585
2012,2012.03.23.05:53,49597,186599,90,859
2012,2012.03.23.06:36,31392,278956,70,3540310385
2012,2012.03.23.06:36,31392,292193,60,3540260296
2012,2012.03.23.06:36,31392,301670,40,121792
2012,2012.03.23.06:37,31392,277773,50,56757
2012,2012.03.23.06:37,31392,294588,50,17516
2012,2012.03.23.06:37,31392,301286,60,75502
2012,2012.03.23.06:39,81385,321702,80,3540335487
2012,2012.03.23.06:39,217143,136928,90,39589
2012,2012.03.23.06:40,97743,1789,90,614
2012,2012.03.23.06:41,89641,1563,94,400
2012,2012.03.23.06:42,29518,33364,82,3578
2012,2012.03.23.07:38,197453,325570,96,204
2012,2012.03.23.10:46,142081,310240,100,113185
2012,2012.03.23.11:00,287379,287269,85,3540316012
2012,2012.03.23.11:04,284048,15064,90,1459
2012,2012.03.23.11:10,289025,334729,85,84048
2012,2012.03.23.11:55,232682,2762,95,105
2012,2012.03.23.12:21,28167,324787,100,51
2012,2012.03.23.13:14,282328,324182,90,118076
2012,2012.03.23.14:03,265602,328110,30,186
2012,2012.03.23.14:04,280576,3398,94,1178
2012,2012.03.23.14:05,247224,244701,95,5450
2012,2012.03.23.14:07,229471,328318,80,6447
2012,2012.03.23.14:08,280576,109319,85,58800
2012,2012.03.23.14:24,277555,1876,100,407
2012,2012.03.23.16:10,29518,170909,87,34723
2012,2012.03.23.16:11,192699,1817,75,621
2012,2012.03.23.16:21,11839,196,95,71
2012,2012.03.23.16:26,265449,233019,87,70754
2012,2012.03.23.16:57,247727,321262,75,11146
2012,2012.03.23.16:57,280576,3401,95,1178
2012,2012.03.23.20:58,189691,325868,75,1555
2012,2012.03.23.20:58,217143,336070,78,3540343897
2012,2012.03.23.20:59,29518,146622,86,34543
2012,2012.03.23.20:59,192699,334944,65,3540343294
2012,2012.03.23.20:59,192699,461326,72,10853
2012,2012.03.23.20:59,261932,327356,88,277
2012,2012.03.23.20:59,280373,334944,75,3540343294
2012,2012.03.23.21:01,272755,10475,85,4312
2012,2012.03.23.21:01,289291,188391,20,73272
2012,2012.03.23.21:02,7181,315556,75,2371
2012,2012.03.24.07:17,250581,60973,75,27831
2012,2012.03.24.10:24,211503,93424,95,26171
2012,2012.03.24.10:34,44563,162985,81,5450
2012,2012.03.24.10:34,217143,215961,96,39589
2012,2012.03.24.10:36,277220,294750,76,63100
2012,2012.03.24.10:36,280373,329909,80,1153
2012,2012.03.24.10:37,7181,1676,90,390
2012,2012.03.24.17:06,29518,234392,91,34723
2012,2012.03.24.17:08,235370,2411,100,802
2012,2012.03.24.17:11,267732,114980,75,1283
2012,2012.03.24.17:14,255510,14985,75,6418
2012,2012.03.24.17:24,161418,309351,80,3540329740
2012,2012.03.24.17:24,281509,1264,89,8
2012,2012.03.24.17:25,81385,334353,98,3540342948
2012,2012.03.24.17:25,123274,26847,80,1088
2012,2012.03.24.17:26,272755,10476,85,4312
2012,2012.03.24.17:27,272755,28316,98,3247
2012,2012.03.24.17:27,272755,32279,98,4312
2012,2012.03.24.18:23,99602,321629,80,187
2012,2012.03.24.18:23,283701,290740,84,3540263934
2012,2012.03.24.18:25,272755,10473,85,4312
2012,2012.03.24.18:26,273806,156090,99,76051
2012,2012.03.24.18:28,161418,308590,75,3540300978
2012,2012.03.24.18:28,161418,323050,93,3540314432
2012,2012.03.24.18:28,161418,334572,87,3540343083
2012,2012.03.24.18:29,161418,330152,60,3540341571
2012,2012.03.24.18:29,161418,330278,65,3540283263
2012,2012.03.24.18:32,244989,271534,84,53283
2012,2012.03.24.18:35,125948,12717,70,989
2012,2012.03.25.05:27,156713,173406,79,108394
2012,2012.03.25.05:27,156713,173407,77,108394
2012,2012.03.25.06:26,29518,72115,84,34007
2012,2012.03.25.15:16,272755,26629,95,11808
2012,2012.03.25.15:16,272755,65059,70,17237
2012,2012.03.25.15:17,198252,330542,93,3540340114
2012,2012.03.25.19:02,69704,283942,35,36352
2012,2012.03.25.19:02,69704,319704,55,3540335796
2012,2012.03.25.19:02,193361,323076,80,4814
2012,2012.03.25.19:03,69704,325324,65,3540273203
2012,2012.03.25.19:03,69704,328853,65,3540310801
2012,2012.03.25.19:03,134154,61010,97,27857
2012,2012.03.26.07:32,29518,326739,85,2801
2012,2012.03.26.07:33,277983,322084,87,1029
2012,2012.03.26.07:34,281509,27815,80,6898
2012,2012.03.26.07:36,280576,309913,83,3540330157
2012,2012.03.26.07:37,83846,320348,70,3540323554
2012,2012.03.26.07:37,217143,31956,70,9564
2012,2012.03.26.07:37,217143,39153,85,9564
2012,2012.03.26.11:26,88090,327061,50,59031
2012,2012.03.26.11:26,88090,329760,70,618
2012,2012.03.26.11:30,232682,414471,91,3
2012,2012.03.26.11:45,274729,728,92,173
2012,2012.03.26.12:15,281509,2638,35,125
2012,2012.03.26.12:23,281509,465,95,97
2012,2012.03.26.13:32,281509,187967,95,887
2012,2012.03.26.13:34,274514,17696,90,8016
2012,2012.03.26.13:38,289323,250316,87,15982
2012,2012.03.26.13:39,93133,296468,87,487
2012,2012.03.26.13:53,172997,196048,8,126577
2012,2012.03.26.13:54,7181,1677,85,390
2012,2012.03.26.13:55,222502,195,100,37
2012,2012.03.26.13:57,202503,1883,100,629
2012,2012.03.26.13:58,194831,326614,95,219
2012,2012.03.26.13:58,251806,29247,87,13227
2012,2012.03.26.13:59,214642,239176,90,2999
2012,2012.03.26.14:00,273806,1957,100,702
2012,2012.03.26.14:03,221170,322600,80,3540306077
2012,2012.03.26.14:04,279431,3662,35,1067
2012,2012.03.26.14:09,147209,317801,90,3540256739
2012,2012.03.26.14:09,147209,323114,95,3540293223
2012,2012.03.26.14:10,235781,330147,100,3540341441
2012,2012.03.26.14:10,289441,316463,99,3540334090
2012,2012.03.26.14:15,274729,422277,85,173
2012,2012.03.26.14:16,287820,175575,76,25775
2012,2012.03.26.14:16,288558,154677,11,69729
2012,2012.03.26.14:17,274729,21847,87,173
2012,2012.03.26.14:18,289479,7120,85,2807
2012,2012.03.26.14:24,93878,241359,75,11177
2012,2012.03.26.14:27,221170,1240,100,332
2012,2012.03.26.14:27,287300,332257,60,3540342127
2012,2012.03.26.14:30,277555,335741,85,3540343722
2012,2012.03.26.15:11,83634,52845,50,547
2012,2012.03.26.15:11,191821,328843,90,3540263255
2012,2012.03.26.15:12,287379,292320,75,64179
2012,2012.03.26.15:12,287379,328203,90,21
2012,2012.03.26.15:13,287820,280303,85,83767
2012,2012.03.26.15:14,29518,243666,43,84007
2012,2012.03.26.15:15,221170,39218,100,39
2012,2012.03.26.15:16,287820,231,90,77
2012,2012.03.26.15:17,282533,206491,99,6795
2012,2012.03.26.15:17,287820,14824,88,6310
2012,2012.03.26.15:20,217137,7711,89,2461
2012,2012.03.26.15:21,215711,335578,90,109148
2012,2012.03.26.15:22,99602,243535,95,45
2012,2012.03.26.15:23,224169,189042,82,13740
2012,2012.03.26.17:08,25436,334471,74,3540343020
2012,2012.03.26.17:22,125948,1548,80,420
2012,2012.03.26.17:22,280373,326765,86,3540339780
2012,2012.03.26.17:22,289706,212059,80,3540263963
2012,2012.03.26.18:35,280373,312282,88,121682
2012,2012.03.26.18:36,66976,329109,91,3540335811
2012,2012.03.26.18:37,247224,328203,95,21
2012,2012.03.27.05:56,29518,287745,83,87034
2012,2012.03.27.09:02,289359,335902,93,3540343804
2012,2012.03.27.09:15,83846,328290,70,3540321344
2012,2012.03.27.09:20,273806,262230,99,702
2012,2012.03.27.09:54,190411,318537,80,3540324697
2012,2012.03.27.11:26,254915,328134,93,44722
2012,2012.03.27.12:40,99602,177301,60,21
2012,2012.03.27.12:51,288957,257996,90,12779
2012,2012.03.27.13:43,231917,311173,90,3540280463
2012,2012.03.27.13:44,69704,266019,55,3540264905
2012,2012.03.27.13:44,69704,326311,60,3540339577
2012,2012.03.27.13:45,69704,328917,40,3540264905
2012,2012.03.27.14:23,250581,334071,85,3540304805
2012,2012.03.27.14:41,29518,227867,82,34543
2012,2012.03.27.16:02,83634,302729,100,74
2012,2012.03.27.16:32,289655,300712,95,120919
2012,2012.03.28.10:43,238242,75473,77,9
2012,2012.03.28.11:02,280373,324074,85,3540338293
2012,2012.03.28.11:06,93133,163801,73,2727
2012,2012.03.28.11:07,217143,296880,80,107295
2012,2012.03.28.11:07,287820,81643,81,39615
2012,2012.03.28.11:08,272755,2614,90,348
2012,2012.03.28.11:08,272755,328890,85,29196
2012,2012.03.28.11:20,256225,29104,87,9344
2012,2012.03.28.11:40,229834,153342,85,7477
2012,2012.03.28.11:54,226176,336347,75,3540344079
2012,2012.03.28.13:34,232682,191337,98,93317
2012,2012.03.28.13:44,7181,328953,40,3540340863
2012,2012.03.28.13:44,289774,1932,79,642
2012,2012.03.28.13:45,69704,150231,85,48506
2012,2012.03.28.13:45,69704,254242,55,113004
2012,2012.03.28.13:45,69704,261182,63,87042
2012,2012.03.28.13:45,69704,308729,57,3540324302
2012,2012.03.28.13:45,69704,314103,65,3540332668
2012,2012.03.28.13:45,69704,317425,50,3540263103
2012,2012.03.28.13:45,192699,20210,0,952
2012,2012.03.28.13:45,198103,316270,56,17035
2012,2012.03.28.13:46,272755,76948,95,10188
2012,2012.03.28.13:46,274729,2583,90,419
2012,2012.03.28.13:46,289907,332558,80,3540320602
2012,2012.03.28.13:47,231670,330573,95,3540278794
2012,2012.03.28.14:45,189502,286775,95,3540315708
2012,2012.03.28.14:48,192699,2455,70,952
2012,2012.03.28.14:48,192699,2456,78,952
2012,2012.03.28.18:13,25436,329059,79,3540326327
2012,2012.03.28.18:14,25436,305413,61,3540326327
2012,2012.03.28.18:15,72776,335406,80,3540343538
2012,2012.03.28.18:37,123274,6111,10,1430
2012,2012.03.29.09:04,29518,296922,75,23348
2012,2012.03.29.09:06,88990,307326,98,3540328450
2012,2012.03.29.12:22,282036,2676,86,998
2012,2012.03.29.12:53,265602,276114,40,25
2012,2012.03.29.12:54,282036,1949,85,695
2012,2012.03.29.13:29,282036,7360,90,1225
2012,2012.03.29.13:38,282036,80660,85,38840
2012,2012.03.29.13:58,7515,2666,90,280
2012,2012.03.29.14:06,7515,289518,65,87598
2012,2012.03.29.14:23,7515,302288,80,18364
2012,2012.03.29.15:05,69704,208473,60,128102
2012,2012.03.29.15:05,69704,249541,35,3540290444
2012,2012.03.29.15:05,69704,298064,60,3540322754
2012,2012.03.29.15:05,69704,304539,40,3540321090
2012,2012.03.29.15:05,125948,37040,95,6310
2012,2012.03.29.15:05,192699,332434,85,84244
2012,2012.03.29.15:05,192699,453071,75,952
2012,2012.03.29.16:43,7515,3041,90,1130
2012,2012.03.29.16:50,7515,296683,88,73691
2012,2012.03.29.16:55,29518,247574,72,674
2012,2012.03.30.12:55,123274,1806,13,618
2012,2012.03.30.12:55,198252,327668,84,3540340116
2012,2012.03.30.12:56,69704,336773,60,3540344123
2012,2012.03.30.12:56,192699,329655,80,70930
2012,2012.03.30.12:56,205006,324787,85,51
2012,2012.03.31.08:52,280373,328348,55,629
2012,2012.03.31.08:55,205006,322887,85,90885
2012,2012.03.31.08:55,280373,322868,88,3540329941
2012,2012.03.31.08:57,23594,333456,85,3540342599
2012,2012.03.31.10:40,235370,291123,90,148
2012,2012.03.31.12:32,205006,315536,70,4357
2012,2012.03.31.12:58,288764,334664,90,3540343135
2012,2012.03.31.13:06,265572,159861,95,97780
2012,2012.03.31.16:18,263066,241642,60,8571
2012,2012.03.31.16:28,263066,329465,82,8571
2012,2012.03.31.16:44,273806,20027,90,2379
2012,2012.03.31.16:49,134154,34560,97,15184
2012,2012.03.31.16:55,273806,1250,86,333
2012,2012.03.31.17:00,273806,157821,100,28907
2012,2012.03.31.17:04,289840,163556,99,6595
2012,2012.03.31.17:15,136959,278470,65,538
2012,2012.03.31.19:29,289907,316270,90,17035
2012,2012.03.31.19:30,289907,301969,90,172
2012,2012.03.31.19:30,289907,323788,90,13991
2012,2012.03.31.19:30,289907,329109,85,3540335811
2012,2012.03.31.19:54,272755,315536,90,4357
2012,2012.03.31.19:55,92747,313967,89,370
2012,2012.03.31.19:55,92747,324954,75,9344
2012,2012.03.31.19:55,92747,328297,66,8165
2012,2012.03.31.19:55,92747,328741,70,79227
2012,2012.03.31.19:55,92747,329617,93,57499
2012,2012.03.31.19:55,92747,329878,71,537
2012,2012.03.31.19:55,92747,334168,60,23765
2012,2012.03.31.19:55,272755,217117,98,4357
2012,2012.04.01.15:01,92747,328134,97,44722
2012,2012.04.01.15:01,110775,328876,60,3540306799
2012,2012.04.01.15:02,92747,295993,17,3540321451
2012,2012.04.01.15:02,92747,300194,84,961
2012,2012.04.01.15:02,92747,318588,65,2107
2012,2012.04.01.15:02,92747,327356,100,277
2012,2012.04.01.15:03,92747,328982,55,3540340955
2012,2012.04.01.15:03,202503,241841,95,83954
2012,2012.04.01.15:04,7181,324954,25,9344
2012,2012.04.01.15:04,69704,303488,35,3540326122
2012,2012.04.01.15:05,69704,265172,50,3540300841
2012,2012.04.01.15:05,69704,309052,70,3540308585
2012,2012.04.01.15:05,89436,329655,91,70930
2012,2012.04.02.08:53,192699,327479,70,47280
2012,2012.04.02.16:12,454,3172,79,1040
2012,2012.04.02.19:14,25436,23530,96,2737
2012,2012.04.03.11:09,150706,279125,10,3540308693
2012,2012.04.03.11:33,7515,4712,90,782
2012,2012.04.03.11:38,289828,286449,34,43671
2012,2012.04.03.13:15,189824,299233,95,3540267275
2012,2012.04.03.13:23,289391,336028,90,3540315763
2012,2012.04.03.13:29,289931,327462,85,209
2012,2012.04.03.17:58,229331,215533,74,2840
2012,2012.04.03.17:59,454,325145,57,3540301057
2012,2012.04.03.17:59,69704,336698,40,9184
2012,2012.04.03.18:00,82538,327479,85,47280
2012,2012.04.03.18:00,250581,305360,85,3540325611
2012,2012.04.03.18:00,280373,325015,58,1022
2012,2012.04.03.18:01,192699,1403,70,113
2012,2012.04.03.18:01,192699,1404,72,113
2012,2012.04.03.18:01,280373,330654,68,2578
2012,2012.04.03.18:02,125948,11079,79,4301
2012,2012.04.03.18:02,125948,20905,17,9509
2012,2012.04.03.18:02,192699,1405,87,113
2012,2012.04.03.18:02,192699,1406,75,113
2012,2012.04.03.18:02,192699,13302,47,113
2012,2012.04.03.18:03,280373,329655,73,70930
2012,2012.04.03.18:38,251899,329625,85,3540340579
2012,2012.04.03.18:43,238242,21471,79,4138
2012,2012.04.04.18:10,192699,306538,72,109801
2012,2012.04.04.18:11,189691,301889,83,3540325177
2012,2012.04.04.18:11,189691,310176,82,3540275340
2012,2012.04.04.18:11,189691,320749,65,3540336464
2012,2012.04.04.18:11,189691,327061,75,59031
2012,2012.04.04.18:11,189691,328110,85,186
2012,2012.04.04.18:11,272755,25122,85,7218
2012,2012.04.04.18:12,37741,330610,65,3540269913
2012,2012.04.04.18:12,189691,291329,80,3540318499
2012,2012.04.04.18:12,189691,328530,80,3540268467
2012,2012.04.04.18:12,192699,315356,70,83081
2012,2012.04.04.18:12,192699,336070,75,3540343897
2012,2012.04.04.18:12,202503,327976,94,3233
2012,2012.04.04.18:18,59366,309379,35,60615
2012,2012.04.04.18:18,280373,332724,57,3583
2012,2012.04.04.18:21,249671,324965,70,3540338778
2012,2012.04.04.18:56,22927,276274,60,3540308520
2012,2012.04.04.18:57,22927,266821,50,88428
2012,2012.04.04.19:01,22927,301759,80,97803
2012,2012.04.04.19:02,22927,237232,75,25478
2012,2012.04.04.19:06,229683,321975,70,12613
2012,2012.04.04.19:09,198103,317363,64,124
2012,2012.04.04.19:22,29655,285741,89,242
2012,2012.04.05.14:25,7181,1678,100,390
2012,2012.04.06.08:05,29518,329625,81,3540340579
2012,2012.04.06.08:05,192699,332263,60,3540342130
2012,2012.04.06.10:29,219929,316463,85,3540334090
2012,2012.04.06.11:53,289545,301809,100,3540260984
2012,2012.04.06.11:56,289545,208189,100,3540260984
2012,2012.04.06.12:04,171008,323572,90,9547
2012,2012.04.06.13:48,66976,16940,86,763
2012,2012.04.06.13:50,66976,321360,52,3703
2012,2012.04.06.13:53,66976,313053,72,16879
2012,2012.04.06.13:55,66976,314823,55,3540299757
2012,2012.04.06.13:57,66976,328356,90,3540300282
2012,2012.04.06.14:43,69704,337410,60,3540344124
2012,2012.04.06.14:44,69704,136215,55,33030
2012,2012.04.06.14:45,69704,104551,55,55495
2012,2012.04.06.14:45,69704,283028,70,3540313193
2012,2012.04.06.14:45,69704,285754,65,33030
2012,2012.04.06.14:46,69704,231443,60,3540277583
2012,2012.04.06.14:46,69704,303562,55,3540326169
2012,2012.04.06.14:46,173848,488,75,117
2012,2012.04.08.02:41,175938,7207,90,1134
2012,2012.04.08.02:42,282036,3291,100,1161
2012,2012.04.08.05:28,145550,328206,80,3540282705
2012,2012.04.08.05:28,225978,322307,85,213
2012,2012.04.08.05:30,119124,301580,98,3540316039
2012,2012.04.08.05:31,229683,258521,85,103709
2012,2012.04.08.05:31,272755,247383,95,43399
2012,2012.04.08.05:31,272755,332267,85,2177
2012,2012.04.08.05:32,259623,242601,78,120732
2012,2012.04.08.05:33,454,4361,70,1489
2012,2012.04.08.05:33,454,19470,65,8784
2012,2012.04.08.05:33,454,38653,65,1278
2012,2012.04.08.05:33,454,297319,42,3540287548
2012,2012.04.08.05:33,454,546487,20,61
2012,2012.04.08.05:34,454,3721,84,1278
2012,2012.04.08.05:34,454,24578,75,11098
2012,2012.04.08.05:34,454,146541,59,1278
2012,2012.04.08.05:34,454,228465,55,76051
2012,2012.04.08.05:44,282036,48261,90,18921
2012,2012.04.08.05:45,282036,33953,93,14578
2012,2012.04.08.05:47,290658,328348,95,629
2012,2012.04.08.05:48,145550,318266,70,3540294363
2012,2012.04.08.05:49,7181,383,40,88
2012,2012.04.08.05:49,145550,327656,40,3540329345
2012,2012.04.08.05:49,272755,314126,90,23141
2012,2012.04.08.05:49,280373,332650,80,3540322495
2012,2012.04.08.05:50,282036,768,91,183
2012,2012.04.08.13:59,454,13407,85,242
2012,2012.04.08.13:59,454,49248,75,242
2012,2012.04.08.13:59,454,130487,83,242
2012,2012.04.08.13:59,190411,326435,80,3540339632
2012,2012.04.08.14:00,190411,313729,80,3540332421
2012,2012.04.08.14:00,190411,320340,70,3540324716
2012,2012.04.08.14:00,198103,3349,92,797
2012,2012.04.08.14:01,274729,745,92,182
2012,2012.04.08.14:02,7181,311097,85,2712
2012,2012.04.08.14:03,272755,303545,90,10098
2012,2012.04.08.14:04,189691,284614,90,33867
2012,2012.04.08.14:04,189691,303296,76,10934
2012,2012.04.08.14:04,272755,198869,80,10098
2012,2012.04.08.14:04,272755,252609,96,10098
2012,2012.04.08.14:05,84412,274041,25,3540307057
2012,2012.04.08.14:05,232682,151857,91,90239
2012,2012.04.08.18:10,63101,291465,75,127862
2012,2012.04.08.18:11,282036,8108,80,3145
2012,2012.04.08.18:12,104822,2860,71,128
2012,2012.04.08.18:17,278924,326820,95,3540339869
2012,2012.04.08.18:18,139376,337423,95,4844
2012,2012.04.08.19:37,232682,155191,73,93768
2012,2012.04.08.19:38,232682,11,91,3
2012,2012.04.08.19:39,280373,336574,70,3540288651
2012,2012.04.08.19:39,290658,321657,75,3
2012,2012.04.09.06:14,259623,231204,51,105055
2012,2012.04.09.06:15,29518,32713,91,2357
2012,2012.04.09.06:16,57901,312345,85,47
2012,2012.04.09.06:17,81385,328523,75,3540326090
2012,2012.04.09.06:17,81385,328890,60,29196
2012,2012.04.09.06:17,81385,329586,76,3540318928
2012,2012.04.09.06:17,81385,329609,95,3540337580
2012,2012.04.09.06:17,282036,2670,87,645
2012,2012.04.09.06:18,454,297586,80,3540322425
2012,2012.04.09.06:18,259343,2249,100,862
2012,2012.04.09.06:19,259343,3295,82,793
2012,2012.04.09.06:19,259343,11593,90,2129
2012,2012.04.09.06:19,259343,416276,60,412
2012,2012.04.09.07:47,237936,142131,54,335
